country,city name,airport code,connection,connection city name,connection country
Colombia,Arauca,auc,cuc,Cúcuta,Colombia
Colombia,Armenia,axm,bog,Bogotá,Colombia
Colombia,Armenia,axm,eoh,Medellín,Colombia
Colombia,Armenia,axm,fll,Fort Lauderdale,United States
Colombia,Armenia,axm,pty,Panama City,Panama
Colombia,Bahía Solano,bsc,eoh,Medellín,Colombia
Colombia,Barrancabermeja,eja,bog,Bogotá,Colombia
Colombia,Barranquilla,baq,bog,Bogotá,Colombia
Colombia,Barranquilla,baq,mde,Medellín,Colombia
Colombia,Barranquilla,baq,mia,Miami,United States
Colombia,Barranquilla,baq,pty,Panama City,Panama
Colombia,Barranquilla,baq,fll,Fort Lauderdale,United States
Colombia,Bogotá,bog,mde,Medellín,Colombia
Colombia,Bogotá,bog,ctg,Cartagena,Colombia
Colombia,Bogotá,bog,clo,Cali,Colombia
Colombia,Bogotá,bog,baq,Barranquilla,Colombia
Colombia,Bogotá,bog,smr,Santa Marta,Colombia
Colombia,Bucaramanga,bga,bog,Bogotá,Colombia
Colombia,Bucaramanga,bga,mde,Medellín,Colombia
Colombia,Bucaramanga,bga,cuc,Cúcuta,Colombia
Colombia,Bucaramanga,bga,auc,Arauca,Colombia
Colombia,Bucaramanga,bga,ctg,Cartagena,Colombia
Colombia,Buenaventura,bun,bog,Bogotá,Colombia
Colombia,Cali,clo,bog,Bogotá,Colombia
Colombia,Cali,clo,mde,Medellín,Colombia
Colombia,Cali,clo,pty,Panama City,Panama
Colombia,Cali,clo,mia,Miami,United States
Colombia,Cali,clo,ctg,Cartagena,Colombia
Colombia,Cartagena,ctg,bog,Bogotá,Colombia
Colombia,Cartagena,ctg,mde,Medellín,Colombia
Colombia,Cartagena,ctg,pty,Panama City,Panama
Colombia,Cartagena,ctg,mia,Miami,United States
Colombia,Cartagena,ctg,clo,Cali,Colombia
Colombia,"Corozal, Sucre",czu,eoh,Medellín,Colombia
Colombia,Cúcuta,cuc,bog,Bogotá,Colombia
Colombia,Cúcuta,cuc,mde,Medellín,Colombia
Colombia,Cúcuta,cuc,bga,Bucaramanga,Colombia
Colombia,Cúcuta,cuc,auc,Arauca,Colombia
Colombia,Cúcuta,cuc,pty,Panama City,Panama
Colombia,Florencia,fla,bog,Bogotá,Colombia
Colombia,Florencia,fla,clo,Cali,Colombia
Colombia,Florencia,fla,lqm,Puerto Leguizamo,Colombia
Colombia,Guapi,gpi,clo,Cali,Colombia
Colombia,Ibagué,ibe,bog,Bogotá,Colombia
Colombia,Ibagué,ibe,eoh,Medellín,Colombia
Colombia,Ipiales,ipi,bog,Bogotá,Colombia
Colombia,Ipiales,ipi,clo,Cali,Colombia
Colombia,Ipiales,ipi,puu,Puerto Asís,Colombia
Colombia,La Macarena,lmc,bog,Bogotá,Colombia
Colombia,"Leticia, Amazonas",let,bog,Bogotá,Colombia
Colombia,Manizales,mzl,bog,Bogotá,Colombia
Colombia,Manizales,mzl,eoh,Medellín,Colombia
Colombia,Medellín,eoh,uib,Quibdó,Colombia
Colombia,Medellín,eoh,apo,Apartadó,Colombia
Colombia,Medellín,eoh,bog,Bogotá,Colombia
Colombia,Medellín,eoh,pei,Pereira,Colombia
Colombia,Medellín,eoh,mtr,Montería,Colombia
Colombia,Medellín,mde,bog,Bogotá,Colombia
Colombia,Medellín,mde,clo,Cali,Colombia
Colombia,Medellín,mde,ctg,Cartagena,Colombia
Colombia,Medellín,mde,pty,Panama City,Panama
Colombia,Medellín,mde,baq,Barranquilla,Colombia
Colombia,Mitú,mvp,bog,Bogotá,Colombia
Colombia,Mitú,mvp,vvc,Villavicencio,Colombia
Colombia,Montería,mtr,bog,Bogotá,Colombia
Colombia,Montería,mtr,mde,Medellín,Colombia
Colombia,Montería,mtr,baq,Barranquilla,Colombia
Colombia,"Neiva, Huila",nva,bog,Bogotá,Colombia
Colombia,"Neiva, Huila",nva,eoh,Medellín,Colombia
Colombia,Nuquí,nqu,eoh,Medellín,Colombia
Colombia,Nuquí,nqu,uib,Quibdó,Colombia
Colombia,Paipa,ron,eoh,Medellín,Colombia
Colombia,Pasto,pso,bog,Bogotá,Colombia
Colombia,Pasto,pso,clo,Cali,Colombia
Colombia,Pereira,pei,bog,Bogotá,Colombia
Colombia,Pereira,pei,mde,Medellín,Colombia
Colombia,Pereira,pei,mia,Miami,United States
Colombia,Pereira,pei,ctg,Cartagena,Colombia
Colombia,Pereira,pei,pty,Panama City,Panama
Colombia,Pitalito,ptx,bog,Bogotá,Colombia
Colombia,Popayán,ppn,bog,Bogotá,Colombia
Colombia,Providencia Island,pva,adz,San Andrés,Colombia
Colombia,Puerto Asís,puu,bog,Bogotá,Colombia
Colombia,Puerto Asís,puu,lqm,Puerto Leguizamo,Colombia
Colombia,Puerto Asís,puu,clo,Cali,Colombia
Colombia,Puerto Asís,puu,ipi,Ipiales,Colombia
Colombia,Puerto Carreño,pcr,bog,Bogotá,Colombia
Colombia,Puerto Carreño,pcr,vvc,Villavicencio,Colombia
Colombia,Puerto Inírida,pda,bog,Bogotá,Colombia
Colombia,Puerto Inírida,pda,vvc,Villavicencio,Colombia
Colombia,Puerto Leguizamo,lqm,puu,Puerto Asís,Colombia
Colombia,Puerto Leguizamo,lqm,fla,Florencia,Colombia
Colombia,Quibdó,uib,eoh,Medellín,Colombia
Colombia,Quibdó,uib,bog,Bogotá,Colombia
Colombia,Quibdó,uib,nqu,Nuquí,Colombia
Colombia,Quibdó,uib,apo,Apartadó,Colombia
Colombia,Quibdó,uib,clo,Cali,Colombia
Colombia,Riohacha,rch,bog,Bogotá,Colombia
Colombia,Riohacha,rch,mde,Medellín,Colombia
Colombia,San Andrés,adz,bog,Bogotá,Colombia
Colombia,San Andrés,adz,pva,Providencia Island,Colombia
Colombia,San Andrés,adz,ctg,Cartagena,Colombia
Colombia,San Andrés,adz,mde,Medellín,Colombia
Colombia,San Andrés,adz,clo,Cali,Colombia
Colombia,San José del Guaviare,sje,bog,Bogotá,Colombia
Colombia,San Vicente Del Caguan,svi,bog,Bogotá,Colombia
Colombia,Santa Marta,smr,bog,Bogotá,Colombia
Colombia,Santa Marta,smr,mde,Medellín,Colombia
Colombia,Santa Marta,smr,clo,Cali,Colombia
Colombia,Santa Marta,smr,pty,Panama City,Panama
Colombia,Santa Marta,smr,mia,Miami,United States
Colombia,Saravena,rve,bog,Bogotá,Colombia
Colombia,Saravena,rve,bga,Bucaramanga,Colombia
Colombia,Tame,tme,bog,Bogotá,Colombia
Colombia,Tolú,tlu,eoh,Medellín,Colombia
Colombia,Tumaco,tco,clo,Cali,Colombia
Colombia,Tumaco,tco,bog,Bogotá,Colombia
Colombia,Valledupar,vup,bog,Bogotá,Colombia
Colombia,Valledupar,vup,baq,Barranquilla,Colombia
Colombia,Villagarzón,vgz,bog,Bogotá,Colombia
Colombia,Villavicencio,vvc,bog,Bogotá,Colombia
Colombia,Villavicencio,vvc,eoh,Medellín,Colombia
Colombia,Villavicencio,vvc,pda,Puerto Inírida,Colombia
Colombia,Villavicencio,vvc,mvp,Mitú,Colombia
Colombia,Villavicencio,vvc,pcr,Puerto Carreño,Colombia
Colombia,Yopal,eyp,bog,Bogotá,Colombia
Colombia,Yopal,eyp,bga,Bucaramanga,Colombia
Comoros,Anjouan,ajn,hah,Moroni,Comoros
Comoros,Anjouan,ajn,dza,Dzaoudzi,Mayotte
Comoros,Anjouan,ajn,nwa,Mohéli,Comoros
Comoros,Mohéli,nwa,hah,Moroni,Comoros
Comoros,Mohéli,nwa,ajn,Anjouan,Comoros
Comoros,Moroni,hah,dza,Dzaoudzi,Mayotte
Comoros,Moroni,hah,ajn,Anjouan,Comoros
Comoros,Moroni,hah,nbo,Nairobi,Kenya
Comoros,Moroni,hah,dar,Dar es Salaam,Tanzania
Comoros,Moroni,hah,nwa,Mohéli,Comoros
Cook Islands,Aitutaki,ait,rar,Rarotonga Island,Cook Islands
Cook Islands,Rarotonga Island,rar,ait,Aitutaki,Cook Islands
Cook Islands,Rarotonga Island,rar,akl,Auckland,New Zealand
Cook Islands,Rarotonga Island,rar,ppt,Tahiti,French Polynesia
Cook Islands,Rarotonga Island,rar,syd,Sydney,Australia
Cook Islands,Rarotonga Island,rar,hnl,Honolulu,United States
Costa Rica,Drake Bay,drk,sjo,San José,Costa Rica
Costa Rica,Drake Bay,drk,xqp,Quepos,Costa Rica
Costa Rica,Golfito,glf,sjo,San José,Costa Rica
Costa Rica,"La Fortuna, San Carlos",fon,sjo,San José,Costa Rica
Costa Rica,Liberia,lir,sjo,San José,Costa Rica
Costa Rica,Liberia,lir,iah,Houston,United States
Costa Rica,Liberia,lir,mia,Miami,United States
Costa Rica,Liberia,lir,nob,Nosara,Costa Rica
Costa Rica,Liberia,lir,lax,Los Angeles,United States
Costa Rica,Nosara,nob,sjo,San José,Costa Rica
Costa Rica,Nosara,nob,lir,Liberia,Costa Rica
Costa Rica,Palmar Sur,pmz,sjo,San José,Costa Rica
Costa Rica,Puerto Jimenez,pjm,sjo,San José,Costa Rica
Costa Rica,Puerto Limón,lio,sjo,San José,Costa Rica
Costa Rica,Quepos,xqp,sjo,San José,Costa Rica
Costa Rica,Quepos,xqp,drk,Drake Bay,Costa Rica
Costa Rica,San José,sjo,pty,Panama City,Panama
Costa Rica,San José,sjo,pjm,Puerto Jimenez,Costa Rica
Costa Rica,San José,sjo,tmu,Tambor,Costa Rica
Costa Rica,San José,sjo,gua,Guatemala City,Guatemala
Costa Rica,San José,sjo,xqp,Quepos,Costa Rica
Costa Rica,Tamarindo,tno,sjo,San José,Costa Rica
Costa Rica,Tambor,tmu,sjo,San José,Costa Rica
Costa Rica,Tambor,tmu,lir,Liberia,Costa Rica
Costa Rica,Tortuguero,ttq,sjo,San José,Costa Rica
Côte d’Ivoire,Abidjan,abj,acc,Accra,Ghana
Côte d’Ivoire,Abidjan,abj,dss,Dakar,Senegal
Côte d’Ivoire,Abidjan,abj,bko,Bamako,Mali
Côte d’Ivoire,Abidjan,abj,cmn,Casablanca,Morocco
Côte d’Ivoire,Abidjan,abj,lfw,Lomé,Togo
Côte d’Ivoire,Bouaké,byk,abj,Abidjan,Côte d’Ivoire
Côte d’Ivoire,Bouaké,byk,hgo,Korhogo,Côte d’Ivoire
Côte d’Ivoire,Korhogo,hgo,byk,Bouaké,Côte d’Ivoire
Côte d’Ivoire,Korhogo,hgo,abj,Abidjan,Côte d’Ivoire
Côte d’Ivoire,Man,mjc,keo,Odienné,Côte d’Ivoire
Côte d’Ivoire,Man,mjc,abj,Abidjan,Côte d’Ivoire
Côte d’Ivoire,Odienné,keo,abj,Abidjan,Côte d’Ivoire
Côte d’Ivoire,Odienné,keo,mjc,Man,Côte d’Ivoire
Côte d’Ivoire,San-Pédro,spy,abj,Abidjan,Côte d’Ivoire
Croatia,Brač,bwk,zag,Zagreb,Croatia
Croatia,Brač,bwk,bzo,Bolzano,Italy
Croatia,Brač,bwk,bts,Bratislava,Slovakia
Croatia,Brač,bwk,ksc,Košice,Slovakia
Croatia,Brač,bwk,muc,Munich,Germany
Croatia,Dubrovnik,dbv,lgw,London Gatwick,United Kingdom
Croatia,Dubrovnik,dbv,zag,Zagreb,Croatia
Croatia,Dubrovnik,dbv,vie,Vienna,Austria
Croatia,Dubrovnik,dbv,mad,Madrid,Spain
Croatia,Dubrovnik,dbv,fra,Frankfurt,Germany
Croatia,Osijek,osi,zag,Zagreb,Croatia
Croatia,Osijek,osi,rjk,Rijeka,Croatia
Croatia,Osijek,osi,stn,London Stansted,United Kingdom
Croatia,Osijek,osi,muc,Munich,Germany
Croatia,Osijek,osi,puy,Pula,Croatia
Croatia,Pula,puy,zad,Zadar,Croatia
Croatia,Pula,puy,lgw,London Gatwick,United Kingdom
Croatia,Pula,puy,ber,Berlin,Germany
Croatia,Pula,puy,cph,Copenhagen,Denmark
Croatia,Pula,puy,rtm,Rotterdam,Netherlands
Croatia,Rijeka,rjk,muc,Munich,Germany
Croatia,Rijeka,rjk,ber,Berlin,Germany
Croatia,Rijeka,rjk,cgn,Cologne-Bonn,Germany
Croatia,Rijeka,rjk,dus,Düsseldorf,Germany
Croatia,Rijeka,rjk,ein,Eindhoven,Netherlands
Croatia,Split,spu,ams,Amsterdam,Netherlands
Croatia,Split,spu,zag,Zagreb,Croatia
Croatia,Split,spu,lgw,London Gatwick,United Kingdom
Croatia,Split,spu,muc,Munich,Germany
Croatia,Split,spu,fco,Rome (Fiumicino),Italy
Croatia,Zadar,zad,vie,Vienna,Austria
Croatia,Zadar,zad,cgn,Cologne-Bonn,Germany
Croatia,Zadar,zad,mxp,Milan (Malpensa),Italy
Croatia,Zadar,zad,zag,Zagreb,Croatia
Croatia,Zadar,zad,puy,Pula,Croatia
Croatia,Zagreb,zag,fra,Frankfurt,Germany
Croatia,Zagreb,zag,dbv,Dubrovnik,Croatia
Croatia,Zagreb,zag,spu,Split,Croatia
Croatia,Zagreb,zag,ams,Amsterdam,Netherlands
Croatia,Zagreb,zag,vie,Vienna,Austria
Cuba,Camagüey,cmw,mia,Miami,United States
Cuba,Camagüey,cmw,cun,Cancún,Mexico
Cuba,Camagüey,cmw,mid,Mérida,Mexico
Cuba,Camagüey,cmw,hav,Havana,Cuba
Cuba,Camagüey,cmw,bon,Bonaire,Caribbean Netherlands
Cuba,Cayo Coco,ccc,yyz,Toronto,Canada
Cuba,Cayo Coco,ccc,yul,Montreal,Canada
Cuba,Cayo Coco,ccc,svo,Moscow Sheremetyevo,Russia
Cuba,Cayo Coco,ccc,hav,Havana,Cuba
Cuba,Cayo Coco,ccc,yqb,Quebec City,Canada
Cuba,Cayo Largo del Sur,cyo,hav,Havana,Cuba
Cuba,Cayo Largo del Sur,cyo,vra,Varadero,Cuba
Cuba,Cayo Largo del Sur,cyo,yul,Montreal,Canada
Cuba,Cayo Largo del Sur,cyo,yyz,Toronto,Canada
Cuba,Havana,hav,mia,Miami,United States
Cuba,Havana,hav,fll,Fort Lauderdale,United States
Cuba,Havana,hav,cun,Cancún,Mexico
Cuba,Havana,hav,pty,Panama City,Panama
Cuba,Havana,hav,mad,Madrid,Spain
Cuba,Holguín,hog,mia,Miami,United States
Cuba,Holguín,hog,yul,Montreal,Canada
Cuba,Holguín,hog,yyz,Toronto,Canada
Cuba,Holguín,hog,cun,Cancún,Mexico
Cuba,Holguín,hog,hav,Havana,Cuba
Cuba,Nueva Gerona,ger,hav,Havana,Cuba
Cuba,Santa Clara,snu,mia,Miami,United States
Cuba,Santa Clara,snu,yyz,Toronto,Canada
Cuba,Santa Clara,snu,cun,Cancún,Mexico
Cuba,Santa Clara,snu,yul,Montreal,Canada
Cuba,Santa Clara,snu,mid,Mérida,Mexico
Cuba,Santiago de Cuba,scu,mia,Miami,United States
Cuba,Santiago de Cuba,scu,hav,Havana,Cuba
Cuba,Santiago de Cuba,scu,kin,Kingston,Jamaica
Cuba,Santiago de Cuba,scu,mad,Madrid,Spain
Cuba,Santiago de Cuba,scu,sdq,Santo Domingo,Dominican Republic
Cuba,Varadero,vra,yul,Montreal,Canada
Cuba,Varadero,vra,yyz,Toronto,Canada
Cuba,Varadero,vra,mia,Miami,United States
Cuba,Varadero,vra,svo,Moscow Sheremetyevo,Russia
Cuba,Varadero,vra,cun,Cancún,Mexico
Curaçao,"Willemstad, Curaçao",cur,bon,Bonaire,Caribbean Netherlands
Curaçao,"Willemstad, Curaçao",cur,aua,Aruba,Aruba
Curaçao,"Willemstad, Curaçao",cur,ams,Amsterdam,Netherlands
Curaçao,"Willemstad, Curaçao",cur,sxm,Sint Maarten,Sint Maarten
Curaçao,"Willemstad, Curaçao",cur,mia,Miami,United States
Cyprus,"Ercan, Northern Cyprus",ecn,saw,Istanbul (Sabiha),Turkey
Cyprus,"Ercan, Northern Cyprus",ecn,ist,Istanbul,Turkey
Cyprus,"Ercan, Northern Cyprus",ecn,esb,Ankara,Turkey
Cyprus,"Ercan, Northern Cyprus",ecn,ada,Adana,Turkey
Cyprus,"Ercan, Northern Cyprus",ecn,ayt,Antalya,Turkey
Cyprus,Larnaca,lca,ath,Athens,Greece
Cyprus,Larnaca,lca,tlv,Tel Aviv,Israel
Cyprus,Larnaca,lca,lhr,London Heathrow,United Kingdom
Cyprus,Larnaca,lca,skg,Thessaloniki,Greece
Cyprus,Larnaca,lca,bey,Beirut,Lebanon
Cyprus,Paphos,pfo,tlv,Tel Aviv,Israel
Cyprus,Paphos,pfo,lgw,London Gatwick,United Kingdom
Cyprus,Paphos,pfo,man,Manchester,United Kingdom
Cyprus,Paphos,pfo,stn,London Stansted,United Kingdom
Cyprus,Paphos,pfo,skg,Thessaloniki,Greece
Czechia,Brno,brq,stn,London Stansted,United Kingdom
Czechia,Brno,brq,hrg,Hurghada,Egypt
Czechia,Brno,brq,rmf,Marsa Alam,Egypt
Czechia,Brno,brq,her,Heraklion (Crete),Greece
Czechia,Brno,brq,boj,Burgas,Bulgaria
Czechia,Ostrava,osr,waw,Warsaw,Poland
Czechia,Ostrava,osr,boj,Burgas,Bulgaria
Czechia,Ostrava,osr,hrg,Hurghada,Egypt
Czechia,Ostrava,osr,rmf,Marsa Alam,Egypt
Czechia,Ostrava,osr,her,Heraklion (Crete),Greece
Czechia,Pardubice,ped,alc,Alicante,Spain
Czechia,Prague,prg,ams,Amsterdam,Netherlands
Czechia,Prague,prg,lhr,London Heathrow,United Kingdom
Czechia,Prague,prg,fra,Frankfurt,Germany
Czechia,Prague,prg,cdg,Paris,France
Czechia,Prague,prg,waw,Warsaw,Poland
Democratic Republic of the Congo,Beni,bnc,gom,Goma,Democratic Republic of the Congo
Democratic Republic of the Congo,Beni,bnc,bux,Bunia,Democratic Republic of the Congo
Democratic Republic of the Congo,Beni,bnc,irp,Isiro,Democratic Republic of the Congo
Democratic Republic of the Congo,Bunia,bux,gom,Goma,Democratic Republic of the Congo
Democratic Republic of the Congo,Bunia,bux,bnc,Beni,Democratic Republic of the Congo
Democratic Republic of the Congo,Bunia,bux,irp,Isiro,Democratic Republic of the Congo
Democratic Republic of the Congo,Gemena,gma,fih,Kinshasa,Democratic Republic of the Congo
Democratic Republic of the Congo,Goma,gom,fih,Kinshasa,Democratic Republic of the Congo
Democratic Republic of the Congo,Goma,gom,add,Addis Ababa,Ethiopia
Democratic Republic of the Congo,Goma,gom,bnc,Beni,Democratic Republic of the Congo
Democratic Republic of the Congo,Goma,gom,bux,Bunia,Democratic Republic of the Congo
Democratic Republic of the Congo,Goma,gom,fmi,Kalemie,Democratic Republic of the Congo
Democratic Republic of the Congo,Isiro,irp,bux,Bunia,Democratic Republic of the Congo
Democratic Republic of the Congo,Isiro,irp,fki,Kisangani,Democratic Republic of the Congo
Democratic Republic of the Congo,Isiro,irp,bnc,Beni,Democratic Republic of the Congo
Democratic Republic of the Congo,Isiro,irp,gom,Goma,Democratic Republic of the Congo
Democratic Republic of the Congo,Kalemie,fmi,gom,Goma,Democratic Republic of the Congo
Democratic Republic of the Congo,Kalemie,fmi,fbm,Lubumbashi,Democratic Republic of the Congo
Democratic Republic of the Congo,Kananga,kga,fih,Kinshasa,Democratic Republic of the Congo
Democratic Republic of the Congo,Kananga,kga,kwz,Kolwezi,Republic of the Congo
Democratic Republic of the Congo,Kindu,knd,gom,Goma,Democratic Republic of the Congo
Democratic Republic of the Congo,Kindu,knd,fih,Kinshasa,Democratic Republic of the Congo
Democratic Republic of the Congo,Kinshasa,fih,fbm,Lubumbashi,Democratic Republic of the Congo
Democratic Republic of the Congo,Kinshasa,fih,add,Addis Ababa,Ethiopia
Democratic Republic of the Congo,Kinshasa,fih,jnb,Johannesburg,South Africa
Democratic Republic of the Congo,Kinshasa,fih,gom,Goma,Democratic Republic of the Congo
Democratic Republic of the Congo,Kinshasa,fih,bru,Brussels,Belgium
Democratic Republic of the Congo,Kisangani,fki,fih,Kinshasa,Democratic Republic of the Congo
Democratic Republic of the Congo,Kisangani,fki,gom,Goma,Democratic Republic of the Congo
Democratic Republic of the Congo,Kisangani,fki,irp,Isiro,Democratic Republic of the Congo
Democratic Republic of the Congo,Lubumbashi,fbm,fih,Kinshasa,Democratic Republic of the Congo
Democratic Republic of the Congo,Lubumbashi,fbm,jnb,Johannesburg,South Africa
Democratic Republic of the Congo,Lubumbashi,fbm,add,Addis Ababa,Ethiopia
Democratic Republic of the Congo,Lubumbashi,fbm,dar,Dar es Salaam,Tanzania
Democratic Republic of the Congo,Lubumbashi,fbm,kwz,Kolwezi,Republic of the Congo
Democratic Republic of the Congo,Mbandaka,mdk,fih,Kinshasa,Democratic Republic of the Congo
Denmark,Aalborg,aal,cph,Copenhagen,Denmark
Denmark,Aalborg,aal,ams,Amsterdam,Netherlands
Denmark,Aalborg,aal,agp,Málaga,Spain
Denmark,Aalborg,aal,osl,Oslo,Norway
Denmark,Aalborg,aal,stn,London Stansted,United Kingdom
Denmark,Aarhus,aar,cph,Copenhagen,Denmark
Denmark,Aarhus,aar,stn,London Stansted,United Kingdom
Denmark,Aarhus,aar,osl,Oslo,Norway
Denmark,Aarhus,aar,arn,Stockholm (Arlanda),Sweden
Denmark,Aarhus,aar,gdn,Gdańsk,Poland
Denmark,Billund,bll,ams,Amsterdam,Netherlands
Denmark,Billund,bll,fra,Frankfurt,Germany
Denmark,Billund,bll,stn,London Stansted,United Kingdom
Denmark,Billund,bll,osl,Oslo,Norway
Denmark,Billund,bll,muc,Munich,Germany
Denmark,"Bornholm, Rønne",rnn,cph,Copenhagen,Denmark
Denmark,"Bornholm, Rønne",rnn,bll,Billund,Denmark
Denmark,"Bornholm, Rønne",rnn,sgd,Sønderborg,Denmark
Denmark,"Bornholm, Rønne",rnn,aal,Aalborg,Denmark
Denmark,"Bornholm, Rønne",rnn,aar,Aarhus,Denmark
Denmark,Copenhagen,cph,osl,Oslo,Norway
Denmark,Copenhagen,cph,ams,Amsterdam,Netherlands
Denmark,Copenhagen,cph,aal,Aalborg,Denmark
Denmark,Copenhagen,cph,arn,Stockholm (Arlanda),Sweden
Denmark,Copenhagen,cph,lhr,London Heathrow,United Kingdom
Denmark,Esbjerg,ebj,abz,Aberdeen,United Kingdom
Denmark,Karup,krp,cph,Copenhagen,Denmark
Denmark,Læsø,byr,rke,Roskilde,Denmark
Denmark,Roskilde,rke,byr,Læsø,Denmark
Denmark,Roskilde,rke,mmx,MalmĂ¶,Sweden
Denmark,Sønderborg,sgd,cph,Copenhagen,Denmark
Denmark,Sønderborg,sgd,rnn,"Bornholm, Rønne",Denmark
Djibouti,Djibouti,jib,add,Addis Ababa,Ethiopia
Djibouti,Djibouti,jib,ade,Aden,Yemen
Djibouti,Djibouti,jib,dir,Dire Dawa,Ethiopia
Djibouti,Djibouti,jib,hga,Hargeisa,Somalia
Djibouti,Djibouti,jib,ist,Istanbul,Turkey
Dominica,Dominica,dom,bgi,Bridgetown,Barbados
Dominica,Dominica,dom,slu,Saint Lucia,St. Lucia
Dominica,Dominica,dom,sxm,Sint Maarten,Sint Maarten
Dominica,Dominica,dom,anu,"St. John's, Antigua",Antigua & Barbuda
Dominica,Dominica,dom,sju,San Juan,Puerto Rico
Dominican Republic,La Romana,lrm,mia,Miami,United States
Dominican Republic,La Romana,lrm,mxp,Milan (Malpensa),Italy
Dominican Republic,La Romana,lrm,mbj,Montego Bay,Jamaica
Dominican Republic,La Romana,lrm,fco,Rome (Fiumicino),Italy
Dominican Republic,La Romana,lrm,yyz,Toronto,Canada
Dominican Republic,Puerto Plata,pop,jfk,New York City,United States
Dominican Republic,Puerto Plata,pop,mia,Miami,United States
Dominican Republic,Puerto Plata,pop,yyz,Toronto,Canada
Dominican Republic,Puerto Plata,pop,yul,Montreal,Canada
Dominican Republic,Puerto Plata,pop,sdq,Santo Domingo,Dominican Republic
Dominican Republic,Punta Cana,puj,jfk,New York City,United States
Dominican Republic,Punta Cana,puj,pty,Panama City,Panama
Dominican Republic,Punta Cana,puj,mia,Miami,United States
Dominican Republic,Punta Cana,puj,yyz,Toronto,Canada
Dominican Republic,Punta Cana,puj,fll,Fort Lauderdale,United States
Dominican Republic,Samana,azs,yul,Montreal,Canada
Dominican Republic,Samana,azs,yyz,Toronto,Canada
Dominican Republic,Samana,azs,yqb,Quebec City,Canada
Dominican Republic,Santiago de los Caballeros,sti,jfk,New York City,United States
Dominican Republic,Santiago de los Caballeros,sti,ewr,New York,United States
Dominican Republic,Santiago de los Caballeros,sti,bos,Boston,United States
Dominican Republic,Santiago de los Caballeros,sti,mia,Miami,United States
Dominican Republic,Santiago de los Caballeros,sti,pls,Providenciales,Turks & Caicos Islands
Dominican Republic,Santo Domingo,sdq,jfk,New York City,United States
Dominican Republic,Santo Domingo,sdq,mia,Miami,United States
Dominican Republic,Santo Domingo,sdq,ewr,New York,United States
Dominican Republic,Santo Domingo,sdq,pty,Panama City,Panama
Dominican Republic,Santo Domingo,sdq,mco,Orlando,United States
Dominican Republic,Santo Domingo,jbq,pap,Port-au-Prince,Haiti
Dominican Republic,Santo Domingo,jbq,hav,Havana,Cuba
Dominican Republic,Santo Domingo,jbq,aua,Aruba,Aruba
Dominican Republic,Santo Domingo,jbq,cur,"Willemstad, Curaçao",Curaçao
Dominican Republic,Santo Domingo,jbq,sxm,Sint Maarten,Sint Maarten
Ecuador,Baltra Island,gps,gye,Guayaquil,Ecuador
Ecuador,Baltra Island,gps,uio,Quito,Ecuador
Ecuador,Baltra Island,gps,mec,Manta,Ecuador
Ecuador,Coca,occ,uio,Quito,Ecuador
Ecuador,Cuenca,cue,uio,Quito,Ecuador
Ecuador,Cuenca,cue,gye,Guayaquil,Ecuador
Ecuador,Guayaquil,gye,uio,Quito,Ecuador
Ecuador,Guayaquil,gye,pty,Panama City,Panama
Ecuador,Guayaquil,gye,bog,Bogotá,Colombia
Ecuador,Guayaquil,gye,gps,Baltra Island,Ecuador
Ecuador,Guayaquil,gye,scy,San Cristóbal Island (Galápagos ,Ecuador
Ecuador,Loja,loh,uio,Quito,Ecuador
Ecuador,Manta,mec,uio,Quito,Ecuador
Ecuador,Manta,mec,pty,Panama City,Panama
Ecuador,Manta,mec,gps,Baltra Island,Ecuador
Ecuador,Quito,uio,gye,Guayaquil,Ecuador
Ecuador,Quito,uio,bog,Bogotá,Colombia
Ecuador,Quito,uio,cue,Cuenca,Ecuador
Ecuador,Quito,uio,pty,Panama City,Panama
Ecuador,Quito,uio,mec,Manta,Ecuador
Ecuador,San Cristóbal Island (Galápagos ,scy,gye,Guayaquil,Ecuador
Ecuador,Santa Rosa,etr,uio,Quito,Ecuador
Egypt,Abu Simbel,abs,asw,Aswan,Egypt
Egypt,Abu Simbel,abs,cai,Cairo,Egypt
Egypt,Alexandria,hbe,shj,Dubai (Sharjah),United Arab Emirates
Egypt,Alexandria,hbe,jed,Jeddah,Saudi Arabia
Egypt,Alexandria,hbe,kwi,Kuwait City,Kuwait
Egypt,Alexandria,hbe,dxb,Dubai,United Arab Emirates
Egypt,Alexandria,hbe,ruh,Riyadh,Saudi Arabia
Egypt,Aswan,asw,cai,Cairo,Egypt
Egypt,Aswan,asw,abs,Abu Simbel,Egypt
Egypt,Aswan,asw,hrg,Hurghada,Egypt
Egypt,Aswan,asw,lxr,Luxor,Egypt
Egypt,Asyut,atz,kwi,Kuwait City,Kuwait
Egypt,Asyut,atz,jed,Jeddah,Saudi Arabia
Egypt,Asyut,atz,amm,Amman,Jordan
Egypt,Asyut,atz,cai,Cairo,Egypt
Egypt,Asyut,atz,ruh,Riyadh,Saudi Arabia
Egypt,Cairo,cai,jed,Jeddah,Saudi Arabia
Egypt,Cairo,cai,ruh,Riyadh,Saudi Arabia
Egypt,Cairo,cai,kwi,Kuwait City,Kuwait
Egypt,Cairo,cai,ssh,Sharm el-Sheikh,Egypt
Egypt,Cairo,cai,hrg,Hurghada,Egypt
